"IndicatorCode","Indicator","ValueType","ParentLocationCode","ParentLocation","Location type","SpatialDimValueCode","Location","Period type","Period","Value"
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2020,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2015,13000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2010,9500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2005,5600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2000,2300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MNG","Mongolia","Year",2023,670
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MNG","Mongolia","Year",2022,650
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MNG","Mongolia","Year",2021,640
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MNG","Mongolia","Year",2020,620
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MNG","Mongolia","Year",2015,520
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MNG","Mongolia","Year",2010,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MNG","Mongolia","Year",2005,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MNG","Mongolia","Year",2000,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MYS","Malaysia","Year",2023,85000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MYS","Malaysia","Year",2022,85000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MYS","Malaysia","Year",2021,85000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MYS","Malaysia","Year",2020,85000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MYS","Malaysia","Year",2015,81000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MYS","Malaysia","Year",2010,74000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MYS","Malaysia","Year",2005,63000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","MYS","Malaysia","Year",2000,53000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","NZL","New Zealand","Year",2023,3600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","NZL","New Zealand","Year",2022,3600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","NZL","New Zealand","Year",2021,3600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","NZL","New Zealand","Year",2020,3500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","NZL","New Zealand","Year",2015,3000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","NZL","New Zealand","Year",2010,2400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","NZL","New Zealand","Year",2005,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","NZL","New Zealand","Year",2000,1200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PHL","Philippines","Year",2023,190000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PHL","Philippines","Year",2022,160000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PHL","Philippines","Year",2021,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PHL","Philippines","Year",2020,120000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PHL","Philippines","Year",2015,53000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PHL","Philippines","Year",2010,18000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PHL","Philippines","Year",2005,4300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PHL","Philippines","Year",2000,1100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PNG","Papua New Guinea","Year",2023,77000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PNG","Papua New Guinea","Year",2022,71000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PNG","Papua New Guinea","Year",2021,67000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PNG","Papua New Guinea","Year",2020,62000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PNG","Papua New Guinea","Year",2015,45000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PNG","Papua New Guinea","Year",2010,33000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PNG","Papua New Guinea","Year",2005,23000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","PNG","Papua New Guinea","Year",2000,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","SGP","Singapore","Year",2023,8100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","SGP","Singapore","Year",2022,8000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","SGP","Singapore","Year",2021,7800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","SGP","Singapore","Year",2020,7600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","SGP","Singapore","Year",2015,6100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","SGP","Singapore","Year",2010,4000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","SGP","Singapore","Year",2005,2300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","SGP","Singapore","Year",2000,1100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","VNM","Viet Nam","Year",2023,250000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","VNM","Viet Nam","Year",2022,250000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","VNM","Viet Nam","Year",2021,250000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","VNM","Viet Nam","Year",2020,250000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","VNM","Viet Nam","Year",2015,240000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","VNM","Viet Nam","Year",2010,210000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","VNM","Viet Nam","Year",2005,180000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","VNM","Viet Nam","Year",2000,120000
